OPERADOR,ID OPERADOR,ID SERVICIO ORBYTA,CLIENTE/USO,DIRECCION,"CAPACIDAD(mbps)",ORDEN DE COMPRA,ESTA VIGENTE,MONEDA,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,FACTURA,NETO
TELEFONICA,LLAORB17297,13-0012-238,Orbyta Nodo Britania,Los Militares 5953 PISO -3,300,2143,NO,UF,,,47307888,6.3,47308416,6.3,47309021,6.3,47309522,6.3,47310076,6.3,47899329,6.3,47899878,6.3,47900396,6.3,47900883,6.3,47901540,6.3,48840514,6.3,48841055,6.3,48841502,6.3,48842039,6.3,48842551,6.3,48843043,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB17622,14-0068-028,MASTERBASE S.A.,Los Maitenes Oriente 1301,400,2189,NO,UF,,,47307888,14,47308416,14,47309021,14,47309522,14,47310076,14,47899329,14,47899878,14,47900396,14,47900883,14,47901540,14,48840514,14,48841055,14,48841502,14,48842039,14,48842551,14,48843043,14,49557350,14,49557902,14,49558368,14,49558846,14,49559401,14,50402727,1.81,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB17246,20-0010-001,DISTRISUR SPA,"Carretera Longitudinal Sur 682, Padre Las Casas",50,2123,SI,UF,,,47307888,7.74,47308416,7.74,47309021,7.74,47309522,7.74,47310076,7.74,47899329,7.74,47899878,7.74,47900396,7.74,47900883,7.74,47901540,7.74,48840514,7.74,48841055,7.74,48841502,7.74,48842039,7.74,48842551,7.74,48843043,7.74,49557350,7.74,49557902,7.74,49558368,7.74,49558846,7.74,49559401,7.74,50402727,7.74,50403025,7.74,50403541,7.74,50404138,6.97,50991723,6.97,51148041,6.97,51290618,6.97,51291218,6.97,,
TELEFONICA,LLAORB17711,19-0066-008,TNS Chile Technetsecurity S.A,Avenida del Parque 4161 of 602A,50,2219,NO,UF,,,47307888,4.96,47308416,4.96,47309021,4.96,47309522,4.96,47310076,4.96,47899329,4.96,47899878,4.96,47900396,4.96,47900883,4.96,47901540,4.96,48840514,4.96,48841055,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB17755,13-0096-002,DELLA TOFFOLA SUDAMERICA S.A.,Puerta Sur 03400,20,2214,NO,UF,,,47307888,4.52,47308416,4.52,47309021,4.52,47309522,2.52,47310076,0,47899329,4.52,47899878,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB17646,14-0076-038,SOCIEDAD DE CORREDORES DE SEGUROS SANTA MARIA DE LOS ANGELES,Malaga 50 of 61,50,2200,SI,UF,,,47307888,3.95,47308416,3.95,47309021,3.95,47309522,3.95,47310076,3.95,47899329,3.95,47899878,3.95,47900396,3.95,47900883,3.95,47901540,3.95,48840514,3.95,48841055,3.95,48841502,3.95,48842039,3.95,48842551,3.95,48843043,3.95,49557350,3.95,49557902,3.95,49558368,3.95,49558846,3.95,49559401,3.95,50402727,3.95,50403025,3.95,50403541,3.95,50404138,3.56,50991723,3.56,51148041,3.56,51290618,3.56,51291218,3.56,,
TELEFONICA,LLAORB17790,12-0013-081,COLEGIOS DUNALASTAIR VALLE NORTE S.A.,Avenida Quilin 8669,100,2108,SI,UF,,,47307888,6,47308416,6,47309021,6,47309522,6,47310076,6,47899329,6,47899878,6,47900396,6,47900883,6,47901540,6,48840514,6,48841055,6,48841502,6,48842039,6,48842551,6,48843043,6,49557350,6,49557902,6,49558368,6,49558846,6,49559401,6,50402727,6,50403025,6,50403541,6,50404138,5.4,50991723,5.4,51148041,5.4,51290618,5.4,51291218,5.4,,
TELEFONICA,LLAORB17791,12-0013-080,COLEGIOS DUNALASTAIR VALLE NORTE S.A.,Avenida las Condes 11931,200,2107,SI,UF,,,47307888,5,47308416,5,47309021,5,47309522,5,47310076,5,47899329,5,47899878,5,47900396,5,47900883,5,47901540,5,48840514,5,48841055,5,48841502,5,48842039,5,48842551,5,48843043,5,49557350,5,49557902,5,49558368,5,49558846,5,49559401,5,50402727,5,50403025,5,50403541,5,50404138,4.5,50991723,4.5,51148041,4.5,51290618,4.5,51291218,4.5,,
TELEFONICA,LLAORB17792,12-0013-079,COLEGIOS DUNALASTAIR VALLE NORTE S.A.,Valle Alegre 225,200,2106,SI,UF,,,47307888,5,47308416,5,47309021,5,47309522,5,47310076,5,47899329,5,47899878,5,47900396,5,47900883,5,47901540,5,48840514,5,48841055,5,48841502,5,48842039,5,48842551,5,48843043,5,49557350,5,49557902,5,49558368,5,49558846,5,49559401,5,50402727,5,50403025,5,50403541,5,50404138,4.5,50991723,4.5,51148041,4.5,51290618,4.5,51291218,4.5,,
TELEFONICA,LLAORB17794,12-0013-091,COLEGIOS DUNALASTAIR VALLE NORTE S.A.,Camino del Solar S/N,200,930/2236,SI,UF,,,47307888,7.51,47308416,7.51,47309021,7.51,47309522,7.51,47310076,7.51,47899329,7.51,47899878,7.51,47900396,7.51,47900883,7.51,47901540,7.51,48840514,7.51,48841055,7.51,48841502,7.51,48842039,7.51,48842551,7.51,48843043,7.51,49557350,7.51,49557902,7.51,49558368,7.51,49558846,7.51,49559401,7.51,50402727,7.51,50403025,7.51,50403541,7.51,50404138,6.76,50991723,6.76,51148041,6.76,51290618,6.76,51291218,6.76,,
TELEFONICA,LLAORB17875,19-0066-011,TNS Chile Technetsecurity S.A,Santo Domingo 1410,100,2242,NO,UF,,,47307888,5.39,47308416,5.39,47309021,5.39,47309522,5.39,47310076,5.39,47899329,5.39,47899878,5.39,47900396,5.39,47900883,5.39,47901540,5.39,48840514,5.39,48841055,5.39,48841502,5.39,48842039,5.39,48842551,5.39,48843043,5.39,49557350,5.39,49557902,5.39,49558368,5.39,49558846,5.39,49559401,5.39,50402727,5.39,50403025,0.18,,,,,,,,,,,,,,
TELEFONICA,LLAORB17841,21-0100-001,SWITCH COMUNICACIONES LIMITADA,Morande 360,100,2228,SI,UF,,,47307888,4.93,47308416,4.93,47309021,4.93,47309522,4.93,47310076,4.93,47899329,4.93,47899878,4.93,47900396,4.93,47900883,4.93,47901540,4.93,48840514,4.93,48841055,4.93,48841502,4.93,48842039,4.93,48842551,4.93,48843043,4.93,49557350,4.93,49557902,4.93,49558368,4.93,49558846,4.93,49559401,4.93,50402727,4.93,50403025,4.93,50403541,4.93,50404138,4.44,50991723,4.44,51148041,4.44,51290618,4.44,51291218,4.44,,
ENTEL,10000529180,19-0340-019,Servicios Médicos Dial S.A.,Vespucio Sur 100,100,2167,En baja,UF,,,,7.2,17608095,7.2,"17663201",7.2,17714499,7.2,17768872,7.2,17823836,7.2,17879154,7.2,17953361,7.2,18008672,7.2,18047299,7.2,18123630,7.2,18183303,7.2,18226050,7.2,18283989,7.2,18346634,7.2,18403789,7.2,18465213,7.2,18543504,7.2,18630119,7.2,18671967,7.2,18731482,7.2,18794008,7.2,18839347,7.2,18919648,7.2,18996840,7.2,19047133,7.2,19137376,7.2,19162082,7.2,19223788,7.2,,
TELEFONICA,LLAORB17913,20-0029-007,CONPAX ADMINISTRACION SPA,Avenida Santa Clara 300,50,2266,SI,UF,,,47307888,6.2,47308416,6.2,47309021,6.2,47309522,6.2,47310076,6.2,47899329,6.2,47899878,6.2,47900396,6.2,47900883,6.2,47901540,6.2,48840514,6.2,48841055,6.2,48841502,6.2,48842039,6.2,48842551,6.2,48843043,6.2,49557350,6.2,49557902,6.2,49558368,6.2,49558846,6.2,49559401,6.2,50402727,6.2,50403025,6.2,50403541,6.2,50404138,5.58,50991723,5.58,51148041,5.58,51290618,5.58,51291218,5.58,,
TELEFONICA,LLAORB18017,16-0078-059,PENTACROM S.A,"Arlegui 263, Valparaiso",100,2280,SI,UF,,,47307888,8.6,47308416,8.6,47309021,8.6,47309522,8.6,47310076,8.6,47899329,8.6,47899878,8.6,47900396,8.6,47900883,8.6,47901540,8.6,48840514,8.6,48841055,8.6,48841502,8.6,48842039,8.6,48842551,8.6,48843043,8.6,49557350,8.6,49557902,8.6,49558368,8.6,49558846,8.6,49559401,8.6,50402727,8.6,50403025,8.6,50403541,8.6,50404138,8.6,50991723,8.6,51148041,8.6,51290618,8.6,51291218,8.6,,
TELEFONICA,LLAORB18026,19-0139-004,Clínica Odontología Smartdent SPA,Paseo Ahumada 254,20,2270,SI,UF,,,47307888,2.8,47308416,2.8,47309021,2.8,47309522,2.8,47310076,2.8,47899329,2.8,47899878,2.8,47900396,2.8,47900883,2.8,47901540,2.8,48840514,2.8,48841055,2.8,48841502,2.8,48842039,2.8,48842551,2.8,48843043,2.8,49557350,2.8,49557902,2.8,49558368,2.8,49558846,2.8,49559401,2.8,50402727,2.8,50403025,2.8,50403541,2.8,50404138,2.8,50991723,2.8,51148041,2.8,51290618,2.8,51291218,2.8,,
TELEFONICA,LLAORB18036,19-0139-003,Clínica Odontología Smartdent SPA,Av libertador bernardo ohiggins 1449,20,2271,SI,UF,,,47307888,2.8,47308416,2.8,47309021,2.8,47309522,2.8,47310076,2.8,47899329,2.8,47899878,2.8,47900396,2.8,47900883,2.8,47901540,2.8,48840514,2.8,48841055,2.8,48841502,2.8,48842039,2.8,48842551,2.8,48843043,2.8,49557350,2.8,49557902,2.8,49558368,2.8,49558846,2.8,49559401,2.8,50402727,2.8,50403025,2.8,50403541,2.8,50404138,2.8,50991723,2.8,51148041,2.8,51290618,2.8,51291218,2.8,,
ENTEL,10000552534,,,,,,SI,UF,,,,,17608095,0,"17663201",0,17714499,0,17768872,0,17823836,0,17879154,0,17953361,0,18008672,0,18047299,0,18123630,0,18183303,0,18226050,0,18283989,0,18346634,0,18403789,0,18465213,0,18543504,0,18630119,0,18671967,0,18731482,0,18794008,0,18839347,0,18919648,0,18996840,0,19047133,0,19137376,0,19162082,0,19223788,0,,
ENTEL,10000552535,,,,,,SI,UF,,,,,17608095,0,"17663201",0,17714499,0,17768872,0,17823836,0,17879154,0,17953361,0,18008672,0,18047299,0,18123630,0,18183303,0,18226050,0,18283989,0,18346634,0,18403789,0,18465213,0,18543504,0,18630119,0,18671967,0,18731482,0,18794008,0,18839347,0,18919648,0,18996840,0,19047133,0,19137376,0,19162082,0,19223788,0,,
TELEFONICA,LLAORB18227,15-088-025,Mayopublicidad Chile S.A.,San Pascual 397,100,2341,NO,UF,,,47307888,5.84,47308416,5.84,47309021,5.84,47309522,5.84,47310076,5.84,47899329,5.84,47899878,5.84,47900396,5.84,47900883,5.84,47901540,5.84,48840514,5.84,48841055,5.84,48841502,5.84,48842039,5.84,48842551,5.84,48843043,5.84,49557350,5.84,49557902,5.84,49558368,5.84,49558846,4.87,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB18054,19-0139-002,Clínica Odontología Smartdent SPA,Fidel Oteiza 1971,100,2272,SI,UF,,,47307888,4.4,47308416,4.4,47309021,4.4,47309522,4.4,47310076,4.4,47899329,4.4,47899878,4.4,47900396,4.4,47900883,4.4,47901540,4.4,48840514,4.4,48841055,4.4,48841502,4.4,48842039,4.4,48842551,4.4,48843043,4.4,49557350,4.4,49557902,4.4,49558368,4.4,49558846,4.4,49559401,4.4,50402727,4.4,50403025,4.4,50403541,4.4,50404138,4.4,50991723,4.4,51148041,4.4,51290618,4.4,51291218,4.4,,
ENTEL,10000580858,15-0085-040,Laboratorio LVN SPA,Av El Peñon 1467,10,2417,SI,UF,,,,4.7,17608095,4.7,"17663201",4.7,17714499,4.7,17768872,4.7,17823836,4.7,17879154,4.7,17953361,4.7,18008672,4.7,18047299,4.7,18123630,4.7,18183303,4.7,18226050,4.7,18283989,4.7,18346634,4.7,18403789,4.7,18465213,4.7,18543504,4.7,18630119,4.7,18671967,4.7,18731482,4.7,18794008,4.7,18839347,4.7,18919648,4.7,18996840,4.7,19047133,4.7,19137376,4.7,19162082,4.7,19223788,4.7,,
ENTEL,10000580872,15-0085-042,Laboratorio LVN SPA,Av Mexico 1915,10,2418,SI,UF,,,,5.5,17608095,5.5,"17663201",5.5,17714499,5.5,17768872,5.5,17823836,5.5,17879154,5.5,17953361,5.5,18008672,5.5,18047299,5.5,18123630,5.5,18183303,5.5,18226050,5.5,18283989,5.5,18346634,5.5,18403789,5.5,18465213,5.5,18543504,5.5,18630119,5.5,18671967,5.5,18731482,5.5,18794008,5.5,18839347,5.5,18919648,5.5,18996840,5.5,19047133,5.5,19137376,5.5,19162082,5.5,19223788,5.5,,
ENTEL,10000593161,18-0223-006,Grifols Chile S.A.,"Lo Echevers 550, depto 44",100,2509,SI,UF,,,,,,,"17663201",20.87,17714499,7,17768872,7,17823836,7,17879154,7,17953361,7,18008672,7,18047299,7,18123630,7,18183303,7,18226050,7,18283989,7,18346634,7,18403789,7,18465213,7,18543504,7,18630119,7,18671967,7,18731482,7,18794008,7,18839347,7,18919648,7,18996840,7,19047133,7,19137376,7,19162082,7,19223788,7,,
ENTEL,10000620805,21-0188-002,Bioformula,"General Flores 38 ,Providencia.",100,2704,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18671967,22.06,18731482,7,18794008,7,18839347,7,18919648,7,18996840,7,19047133,7,19137376,7,19162082,7,19223788,7,,
TELEFONICA,LLAORB18243,21-0070-002,AMG COMUNICACIONES SPA,General Bustamante 144 of 42,100,2359,SI,UF,,,47307888,4.93,47308416,4.93,47309021,4.93,47309522,4.93,47310076,4.93,47899329,4.93,47899878,4.93,47900396,4.93,47900883,4.93,47901540,4.93,48840514,4.93,48841055,4.93,48841502,4.93,48842039,4.93,48842551,4.93,48843043,4.93,49557350,4.93,49557902,4.93,49558368,4.93,49558846,4.93,49559401,4.93,50402727,4.93,50403025,4.93,50403541,4.93,50404138,4.93,50991723,4.93,51148041,4.93,51290618,4.93,51291218,4.93,,
TELEFONICA,LLAORB18246,15-0085-044,Laboratorio LVN SPA,Segunda Avenida 1411,200,2379/3237,SI,UF,,,47307888,4.75,47308416,4.75,47309021,4.75,47309522,4.75,47310076,4.75,47899329,4.75,47899878,4.75,47900396,4.75,47900883,4.75,47901540,4.75,48840514,4.75,48841055,4.75,48841502,4.75,48842039,4.75,48842551,4.75,48843043,4.75,49557350,4.75,49557902,4.75,49558368,4.75,49558846,4.75,49559401,4.75,50402727,4.75,50403025,4.75,50403541,4.75,50404138,4.75,50991723,6.93,51148041,6.2,51290618,6.2,51291218,6.2,,
TELEFONICA,LLAORB18270,21-0048-001,Sociedad Educacional San Anselmo S.A.,CAMINO GUAY GUAY 10031,400,2353,SI,UF,,,47307888,14.04,47308416,14.04,47309021,14.04,47309522,14.04,47310076,14.04,47899329,14.04,47899878,14.04,47900396,14.04,47900883,14.04,47901540,14.04,48840514,14.04,48841055,14.04,48841502,14.04,48842039,14.04,48842551,14.04,48843043,14.04,49557350,14.04,49557902,14.04,49558368,14.04,49558846,14.04,49559401,14.04,50402727,14.04,50403025,14.04,50403541,14.04,50404138,14.04,50991723,14.04,51148041,14.04,51290618,14.04,51291218,14.04,,
TELEFONICA,LLAORB18289,12-0004-091,AGROCOMMERCE S.A.,Jose Miguel Infante 8745,200,2385,SI,UF,,,47307888,6.91,47308416,6.91,47309021,6.91,47309522,6.91,47310076,6.91,47899329,6.91,47899878,6.91,47900396,6.91,47900883,6.91,47901540,6.91,48840514,6.91,48841055,6.91,48841502,6.91,48842039,6.91,48842551,6.91,48843043,6.91,49557350,6.91,49557902,6.91,49558368,6.91,49558846,6.91,49559401,6.91,50402727,6.91,50403025,6.91,50403541,6.91,50404138,6.22,50991723,6.22,51148041,6.22,51290618,6.22,51291218,6.22,,
TELEFONICA,LLAORB18328,15-0085-041,Laboratorio LVN SPA,General Mackenna 1555 Loc 4,10,2407,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2.5,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
TELEFONICA,LLAORB18363,15-0085-034,Laboratorio LVN SPA,Avenida Tres Poniente 2600,10,2403,NO,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB18364,15-0085-030,Laboratorio LVN SPA,Avenida Central 6398,10,2401,NO,UF,,,47307888,2.9,47308416,2.9,47309021,2.9,47309522,0,47310076,2.9,47899329,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB18329,15-0085-038,Laboratorio LVN SPA,Avenida Jose Joaquin Perez 6094,10,2413,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2.5,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
TELEFONICA,LLAORB18386,15-0085-036,Laboratorio LVN SPA,Mapocho 4131,10,2404,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2.5,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
TELEFONICA,LLAORB18393,15-0085-031,Laboratorio LVN SPA,Avenida Central Cardenal Raul Silva Henriquez 6008,10,2420,NO,UF,,,47307888,3.16,47308416,3.16,47309021,3.16,47309522,0,47310076,3.16,47899329,3.16,47899878,3.16,47900396,3.16,47900883,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTD,EnMPLSFO_010361961,19-0340-072,Servicios Médicos Medicien S.A,"AVENIDA AMERICO VESPUCIO SUR 100 1,LAS CONDES,SANTIAGO",100,2828,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303560,13.8,1305945,6.1,1308851,6.1,1314227,6.1,1321694,6.1,1327012,6.1,1332141,6.1,1335341,6.1,1342754,6.1,1346829,6.1,1351750,6.1,1357190,6.1,1362260,6.1,14656417,6.1,1372608,6.1
NETLINE AIR SPA,AIR-761993798-05,15-0085-065,Laboratorio LVN SPA,CARDENAL RAUL SILVA HENRIUEZ 6398 PEDRO AGUIRRE CERDA,10,2643,SI,UF,,,,,,,,,,,21680,9.67,22202,3.5,22492,3.5,23656,3.5,24379,3.5,25214,3.5,25885,3.5,26630,3.5,27032,3.5,28203,3.5,28966,3.5,29736,3.5,30517,3.5,31359,3.5,32154,3.5,33026,3.5,33892,3.5,34420,3.5,35300,3.5,36462,3.5,37392,3.5,38259,3.5,39128,3.5,40018,3.5,41162,3.5,41856,3.5
NETLINE AIR SPA,AIR-761993798-03,15-0085-061,Laboratorio LVN SPA,AVDA. CARDENAL RAUL SILVA HENRIQUEZ (EX LA SERENA 7410),10,2613,NO,UF,,,,,,,,,21008,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETLINE AIR SPA,AIR-761993798-02,15-0085-060,Laboratorio LVN SPA,Avenida Central Cardenal Raul Silva Henriquez 6008,10,2613,NO,UF,,,,,,,,,21009,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETLINE AIR SPA,AIR-761993798-07,,Laboratorio LVN SPA,AV. CENTRAL RAUL SILVA HENRIQUEZ 8115,10,2642,NO,UF,,,,,,,,,,,21691,8.09,22203,3.5,22493,3.5,23657,3.5,24380,3.5,25215,3.5,25886,3.5,26631,3.5,27033,3.5,28204,3.5,28967,3.5,29737,3.5,30516,3.5,31360,3.5,32155,3.5,33027,3.5,33893,3.5,34421,3.5,35301,3.5,,,,,,,,,,,,,,
NETLINE AIR SPA,AIR-761993798-07,21-0334-001,CHILEFOOD AGROCOMM SPA,"CAMINO LO HERMóGENES KM 0.7, REQUINOA.",50,2646,SI,UF,,,,,,,,,,,21698,10.8,22204,8,22494,8,23658,8,24381,8,25126,8,25887,8,26632,8,27034,8,28205,8,28968,8,29738,8,30518,8,31361,8,32156,8,33028,8,33894,8,34422,8,35302,8,36464,8,37394,8,38261,8,39130,8,40020,8,41264,8,41858,8
NETLINE AIR SPA,AIR-761993798-06,15-0085-063,Laboratorio LVN SPA,"LO OVALLE 347, San Joaquin",10,2641,SI,UF,,,,,,,,,,,,,22380,10.89,22495,3.5,23659,3.5,24382,3.5,25127,3.5,25888,3.5,26633,3.5,27035,3.5,28206,3.5,28969,3.5,29739,3.5,30519,3.5,31362,3.5,32157,3.5,33029,3.5,33895,3.5,34423,3.5,35303,3.5,36465,3.5,37395,3.5,38262,3.5,39131,3.5,40021,3.5,41265,3.5,41859,3.5
NETLINE AIR SPA,AIR-761993798-04,15-0085-066,Laboratorio LVN SPA,TRES PONIENTE 2600 LOC 11 MAIPU,10,2644,SI,UF,,,,,,,,,,,,,22387,11.09,22632,3.5,23660,3.5,24383,3.5,25128,3.64,25889,3.5,26634,3.5,27036,3.5,28207,3.5,28970,3.5,29740,3.5,30520,3.5,31363,3.5,32158,3.5,33030,3.5,33896,3.5,34424,3.5,35304,3.5,36466,3.5,37396,3.5,38263,3.5,39132,3.5,40022,3.5,41266,3.5,41860,3.5
Grupo ZGH,,,Orbyta Uso Interno Transito Ip,La Concepción 141,300,,SI,USD,,,,,,,,,,,12704,275.81,12704,450,13145,450,13494,450,13831,450,14225,450,14555,442.02,15032,450,15425,450,15895,450,16408,450,16829,450,17248,450.69,17846,449.38,18514,450,18864,450,19330,450,19819,450,20297,450,20763,450,21235,450,21649,450,22107,451,22647,450,23137,450,23641,450
GTD,EnMPLSFO_010372516,,Servicios Médicos Medicien S.A,"AVENIDA ANDRES BELLO 2299 1,PROVIDENCIA,SANTIAGO",100,2827,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356933,0,1357190,0,1362260,0,14656417,0,,
ENTEL,10000627358,14-0034-051,RESCATE TARAPACA SPA,"LEONARDO DE VINCI 7209,LAS CONDES",100,2849,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18543504,43.7,18630119,7,18671967,7,18731482,7,18794008,7,18839347,7,18919648,7,18996840,7,19047133,7,19137376,7,19162082,7,19223788,7,,
CMET,GC1307-17,13-0012-124,Orbyta,Enlace 1G a Pit Chile en IFX,1000,,NO,UF,,,,,6395,15,6502,15,6609,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COGENT,3-001096187,,,Install,,,NO,USD,,,7,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COGENT,3-001096188,,,Install,,,NO,USD,,,7,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIT CHILE,,,Orbyta,Puerta Pit Chile en LIDICE II 1G,,2474,NO,UF,,,,,5030,10,5141,10,5247,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTEL,10000632095,21-0233-003,GOLD TELECOM INC,"AVENIDA DEL VALLE NORTE 932 , HUACHURABA",100,2881,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18543504,17.7,18630119,6.5,18671967,6.5,18731482,6.5,18794008,6.5,18839347,6.5,18919648,6.5,18996840,6.5,19047133,6.5,19137376,6.5,19162082,6.5,19223788,6.5,,
CLARO,15-02-0010341779,,Orbyta Trama E1 Pri,Servicio telefonico,,2450,SI,UF,,,13173734,1.8,13181181,1.8,13188424,1.8,13195738,1.8,13356832,1.8,13364177,1.8,13371416,1.8,13378619,1.8,13586008,1.8,13593097,1.8,13600135,1.8,13830817,1.8,13837781,1.8,13844769,1.8,13851710,1.8,14020342,1.8,14027254,1.8,14034243,1.8,14041209,1.8,14407670,1.8,14414674,1.8,14421586,1.8,14428479,1.8,14635480,1.8,14642620,1.8,14649638,1.8,14656417,1.8,14953230,1.8,,,,
COGENT,3-001096187,,Orbyta,Transito IP 1000 Mbps,,,NO,USD,,,7,225,10,450,11,445.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COGENT,3-001096188,,Orbyta,Crossconnectoff,,,NO,USD,,,7,57.5,10,115,11,113.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COGENT,3-001099425,,Orbyta,BGP_ON,,,NO,USD,,,7,25,10,50,11,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARO,20-03-0010248212,17-0214-006,Televisión Nacional de Chile,Francisco Puelma 58,1000,1838,SI,UF,,25,13173734,25,13181181,25,13188424,25,13195738,25,13356832,25,13364177,24.98,13371416,24.99,13378619,24.99,13586008,24.99,13593097,24.99,13600135,24.9,13830817,24.99,13837781,24.9,13844769,24.9,13851710,24.9,14020342,24.9,14027254,25,14034243,24.9,14041209,24.97,14407670,25,14414674,25,14421586,25,14428479,25,14635480,25,14642620,25,14649638,25,14656417,25,14953230,24.9,,,,
NETLAND,,,CONSTRUCTORA EXCON,Las Tortolas (Internet),,2224,NO,UF,,,,,187422,5.6,188167,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTEL,10000637001,22-0392-004,FACTOTAL S.A,"AVENIDA ANDRéS BELLO, 2233, PROVIDENCIA",100,2947,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18543504,25.6,18630119,6.3,18671967,6.3,18731482,6.3,18794008,6.3,18839347,6.3,18919648,6.3,18996840,6.3,19047133,6.3,19137376,6.3,19162082,6.3,19223788,6.3,,
ENTEL,10000646727,15-0085-084,Laboratorio LVN SPA,"CABILDO 166, LA FLORIDA",10,3061,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18671967,24.25,18731482,7.3,18794008,7.3,18839347,7.3,18919648,7.3,18996840,7.3,19047133,7.3,19137376,7.3,19162082,7.31,19223788,7.3,,
